Local time in Moscow;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;Ee;sss
"26.03.2019 00:00";"0.9";"740.2";"754.9";"0.0";"64";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-5.3";"";"";"";"";"";"";
"25.03.2019 21:00";"1.8";"740.2";"754.9";"0.3";"67";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"7.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-3.7";"No precipitation";"12";"";"";"";"";
"25.03.2019 18:00";"5.6";"739.9";"754.3";"0.3";"45";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-5.4";"No precipitation";"12";"";"";"";"";
"25.03.2019 15:00";"6.8";"739.6";"754.0";"-0.6";"40";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-5.9";"";"";"";"";"";"";
"25.03.2019 12:00";"4.7";"740.2";"754.7";"-0.2";"47";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-5.8";"";"";"";"";"";"";
"25.03.2019 09:00";"1.6";"740.4";"755.0";"0.2";"65";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"-1.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-4.3";"Trace of precipitation";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"8.0";
"25.03.2019 06:00";"-0.9";"740.2";"755.0";"-0.3";"90";"Wind blowing from the west";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-0.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-2.4";"1.0";"12";"";"";"";"";
"25.03.2019 03:00";"-0.3";"740.5";"755.2";"-0.5";"93";"Wind blowing from the west";"1";"";"";"100%.";"Mist. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-1.3";"";"";"";"";"";"";
"25.03.2019 00:00";"0.1";"741.0";"755.7";"-0.2";"96";"Wind blowing from the west";"1";"";"";"60%.";"Mist. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-0.4";"";"";"";"";"";"";
"24.03.2019 21:00";"1.3";"741.2";"755.8";"0.6";"94";"Calm, no wind";"0";"";"";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"2.3";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"600-1000";"";"";"";"0.4";"4.0";"12";"";"";"";"";
"24.03.2019 18:00";"2.0";"740.6";"755.2";"-0.9";"92";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"4.0";"0.8";"3.0";"12";"";"";"";"";
"24.03.2019 15:00";"1.0";"741.5";"756.2";"-1.3";"94";"Wind blowing from the south-west";"1";"";"";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"600-1000";"";"";"4.0";"0.1";"";"";"";"";"";"";
"24.03.2019 12:00";"1.1";"742.8";"757.5";"-2.0";"88";"Wind blowing from the south-southwest";"1";"";"";"100%.";"Shower(s) of snow pellets or small hail, with or without rain or rain and snow mixed, slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"600-1000";"";"";"4.0";"-0.7";"";"";"";"";"";"";
"24.03.2019 09:00";"0.5";"744.8";"759.6";"-1.3";"87";"Wind blowing from the south-southwest";"1";"";"";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-2.2";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"4.0";"-1.5";"0.1";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"9.0";
"24.03.2019 06:00";"1.1";"746.1";"760.9";"-2.6";"74";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"-2.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-3.0";"No precipitation";"12";"";"";"";"";
"24.03.2019 03:00";"-1.2";"748.7";"763.7";"-1.6";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"";"";"";"";"";"";
"24.03.2019 00:00";"-1.7";"750.3";"765.3";"-1.2";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-4.1";"";"";"";"";"";"";
"23.03.2019 21:00";"1.0";"751.5";"766.4";"-0.6";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"5.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-4.1";"No precipitation";"12";"";"";"";"";
"23.03.2019 18:00";"4.2";"752.1";"766.9";"-0.2";"53";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-4.6";"No precipitation";"12";"";"";"";"";
"23.03.2019 15:00";"4.5";"752.3";"767.1";"0.1";"55";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"600-1000";"";"";"10.0";"-3.8";"";"";"";"";"";"";
"23.03.2019 12:00";"4.7";"752.2";"766.9";"0.6";"65";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.4";"";"";"";"";"";"";
"23.03.2019 09:00";"1.4";"751.6";"766.6";"2.8";"83";"Wind blowing from the north-northeast";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"10.0";"-1.2";"0.6";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"10.0";
"23.03.2019 06:00";"1.0";"748.8";"763.6";"3.1";"89";"Wind blowing from the north-northeast";"3";"";"";"100%.";"Mist. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"";"-0.7";"0.9";"12";"";"";"";"";
"23.03.2019 03:00";"0.3";"745.7";"760.5";"1.1";"92";"Wind blowing from the north";"3";"";"";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"";"-0.8";"";"";"";"";"";"";
"23.03.2019 00:00";"0.8";"744.6";"759.4";"0.6";"79";"Wind blowing from the north-northwest";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-2.5";"";"";"";"";"";"";
"22.03.2019 21:00";"0.5";"744.0";"758.8";"1.4";"82";"Wind blowing from the north-west";"2";"";"10";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"2.5";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"";"-2.3";"6.0";"12";"";"";"";"";
"22.03.2019 18:00";"1.9";"742.6";"757.2";"1.7";"72";"Wind blowing from the north-west";"3";"";"11";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"10.0";"-2.6";"6.0";"12";"";"";"";"";
"22.03.2019 15:00";"2.0";"740.9";"755.5";"1.4";"88";"Wind blowing from the north-west";"3";"";"11";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Rain and snow or other types of solid precipitation";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"4.0";"0.2";"";"";"";"";"";"";
"22.03.2019 12:00";"1.5";"739.5";"754.1";"-2.2";"93";"Wind blowing from the south-west";"1";"";"";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Rain and snow or other types of solid precipitation";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"4.0";"0.5";"";"";"";"";"";"";
"22.03.2019 09:00";"1.3";"741.7";"756.4";"-3.3";"91";"Wind blowing from the south";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Rain and snow or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"1.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"0.0";"0.6";"12";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"10.0";
"22.03.2019 06:00";"1.9";"745.0";"759.7";"-3.0";"79";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"1.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-1.4";"No precipitation";"12";"";"";"";"";
"22.03.2019 03:00";"2.1";"748.0";"762.7";"-1.5";"78";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-1.3";"";"";"";"";"";"";
"22.03.2019 00:00";"2.4";"749.5";"764.2";"-0.7";"74";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-1.8";"";"";"";"";"";"";
"21.03.2019 21:00";"2.3";"750.2";"765.0";"0.3";"74";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"";"3.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-1.9";"Trace of precipitation";"12";"";"";"";"";
"21.03.2019 18:00";"2.5";"749.9";"764.7";"-0.1";"74";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-1.7";"Trace of precipitation";"12";"";"";"";"";
"21.03.2019 15:00";"2.5";"750.0";"764.8";"0.0";"76";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain and snow or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-1.4";"";"";"";"";"";"";
"21.03.2019 12:00";"3.2";"750.0";"764.7";"-0.2";"65";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-2.9";"";"";"";"";"";"";
"21.03.2019 09:00";"1.3";"750.2";"765.1";"-0.5";"67";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"-1.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-4.3";"No precipitation";"12";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"12.0";
"21.03.2019 06:00";"-1.3";"750.7";"765.7";"-1.2";"88";"Calm, no wind";"0";"";"";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-1.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-3.1";"No precipitation";"12";"";"";"";"";
"21.03.2019 03:00";"-1.3";"751.9";"766.9";"-0.6";"90";"Wind blowing from the west";"1";"";"";"20–30%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-2.7";"";"";"";"";"";"";
"21.03.2019 00:00";"1.5";"752.5";"767.4";"-0.6";"75";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-2.5";"";"";"";"";"";"";
"20.03.2019 21:00";"1.9";"753.1";"768.0";"0.3";"72";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"6.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-2.7";"No precipitation";"12";"";"";"";"";
"20.03.2019 18:00";"3.9";"752.8";"767.6";"0.1";"59";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-3.4";"No precipitation";"12";"";"";"";"";
"20.03.2019 15:00";"5.0";"752.7";"767.4";"0.3";"57";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-2.9";"";"";"";"";"";"";
"20.03.2019 12:00";"5.3";"752.4";"767.1";"0.0";"59";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-2.1";"";"";"";"";"";"";
"20.03.2019 09:00";"2.9";"752.4";"767.2";"0.5";"80";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"2.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-0.2";"No precipitation";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"13.0";
"20.03.2019 06:00";"2.9";"751.9";"766.7";"0.0";"87";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"2.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"0.9";"0.1";"12";"";"";"";"";
"20.03.2019 03:00";"2.8";"751.9";"766.6";"0.2";"91";"Wind blowing from the west-southwest";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"";"1.5";"";"";"";"";"";"";
"20.03.2019 00:00";"2.9";"751.7";"766.5";"0.4";"93";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"1.9";"";"";"";"";"";"";
"19.03.2019 21:00";"3.3";"751.3";"766.1";"0.6";"94";"Calm, no wind";"0";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"4.5";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"";"2.4";"2.0";"12";"";"";"";"";
"19.03.2019 18:00";"4.0";"750.7";"765.4";"0.7";"91";"Wind blowing from the west-southwest";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"4.0";"2.6";"2.0";"12";"";"";"";"";
"19.03.2019 15:00";"4.1";"750.0";"764.6";"0.7";"91";"Wind blowing from the south-west";"1";"";"";"100%.";"Mist. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"";"";"4.0";"2.8";"";"";"";"";"";"";
"19.03.2019 12:00";"3.6";"749.3";"764.0";"0.7";"93";"Wind blowing from the south";"1";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"4.0";"2.5";"";"";"";"";"";"";
"19.03.2019 09:00";"3.7";"748.6";"763.3";"0.0";"81";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"2.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"0.7";"No precipitation";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"16.0";
"19.03.2019 06:00";"3.0";"748.6";"763.3";"-1.1";"86";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"2.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"0.8";"No precipitation";"12";"";"";"";"";
"19.03.2019 03:00";"3.1";"749.7";"764.5";"-0.7";"84";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"0.6";"";"";"";"";"";"";
"19.03.2019 00:00";"2.7";"750.4";"765.1";"0.4";"80";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-0.4";"";"";"";"";"";"";
"18.03.2019 21:00";"2.2";"750.0";"764.8";"0.7";"80";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"7.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"";"-0.9";"No precipitation";"12";"";"";"";"";
"18.03.2019 18:00";"5.9";"749.3";"763.9";"-0.8";"61";"Wind blowing from the south";"3";"";"10";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"-1.2";"No precipitation";"12";"";"";"";"";
"18.03.2019 15:00";"7.0";"750.1";"764.6";"-0.2";"58";"Wind blowing from the south-southeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-0.9";"";"";"";"";"";"";
"18.03.2019 12:00";"5.5";"750.3";"764.9";"0.4";"61";"Wind blowing from the south-southeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-1.4";"";"";"";"";"";"";
"18.03.2019 09:00";"2.5";"749.9";"764.7";"0.8";"84";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"4.0";"0.0";"No precipitation";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"20.0";
"18.03.2019 06:00";"1.9";"749.1";"763.9";"0.2";"86";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"";"-0.2";"No precipitation";"12";"";"";"";"";
"18.03.2019 03:00";"1.5";"748.9";"763.7";"0.9";"88";"Wind blowing from the south";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"";"-0.3";"";"";"";"";"";"";
"18.03.2019 00:00";"1.6";"748.0";"762.7";"0.3";"81";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-1.4";"";"";"";"";"";"";
"17.03.2019 21:00";"0.8";"747.7";"762.5";"1.4";"75";"Wind blowing from the south-southeast";"1";"";"";"40%.";" ";"";"";"";"2.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-3.2";"No precipitation";"12";"";"";"";"";
"17.03.2019 18:00";"1.7";"746.3";"761.1";"1.0";"71";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-3.0";"No precipitation";"12";"";"";"";"";
"17.03.2019 15:00";"2.3";"745.3";"760.0";"0.7";"68";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-3.0";"";"";"";"";"";"";
"17.03.2019 12:00";"1.5";"744.6";"759.3";"1.3";"72";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-3.0";"";"";"";"";"";"";
"17.03.2019 09:00";"0.5";"743.3";"758.1";"1.7";"80";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"-0.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-2.6";"No precipitation";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"21.0";
"17.03.2019 06:00";"-0.1";"741.6";"756.4";"0.5";"81";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"-0.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-3.0";"No precipitation";"12";"";"";"";"";
"17.03.2019 03:00";"0.1";"741.1";"755.9";"0.6";"79";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-3.2";"";"";"";"";"";"";
"17.03.2019 00:00";"-0.1";"740.5";"755.2";"0.3";"84";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-2.5";"";"";"";"";"";"";
